Week,Compulsive Use,On MOUD,Withdrawal,Fatal Overdose,Death,Cumulative_Overdose_Deaths,Alive,Scenario
216,76923.2089524805,13557.990685302744,195347.24765057847,9.71990781965213,14160.890735329891,3769.6305313085722,285828.4472883617,Intervention
217,76763.02489964524,13523.082077693422,195485.85669990658,9.699803012406559,14217.388903230856,3779.3303343209786,285771.96367724525,Intervention
218,76604.9520660644,13488.642100963383,195621.91567283703,9.679963005693505,14273.857030840556,3789.010297326672,285715.5098398648,Intervention
219,76448.96026795857,13454.664072245369,195755.4611601391,9.66038401372718,14330.295397862963,3798.6706813403994,285659.085500343,Intervention
220,76295.01975355958,13421.141403203195,195886.52922995944,9.641062304907203,14386.704280027514,3808.3117436453067,285602.6903867222,Intervention
221,76143.10119692815,13388.067598745125,196015.15543523515,9.621994201043165,14443.083949145996,3817.9337378463497,285546.3242309084,Intervention
222,75993.17569185984,13355.436255751714,196141.37482100452,9.603176076590241,14499.43467316861,3827.53691392294,285489.9867686161,Intervention
223,75845.21474587827,13323.241061818171,196265.22193161695,9.58460435789573,14555.756716239233,3837.121518280836,285433.6777393134,Intervention
224,75699.1902743142,13291.475794011243,196386.73081784334,9.56627552245641,14612.050338749907,3846.6877938032926,285377.3968861688,Intervention
225,75555.07459446932,13260.134317640624,196505.9350438879,9.548186098186488,14668.315797394518,3856.235979901479,285321.14395599783,Intervention
226,75412.84041986347,13229.210585044872,196622.8676943028,9.530332662696038,14724.553345221731,3865.7663125641748,285264.91869921115,Intervention
227,75272.46085456425,13198.698634391792,196737.5613808068,9.512711842579739,14780.76323168716,3875.2790244067546,285208.7208697628,Intervention
228,75133.90938759767,13168.592588493297,196850.04824900886,9.49532031271582,14836.945702704787,3884.7743447194703,285152.55022509984,Intervention
229,74997.15988743867,13138.88665363463,196960.35998503855,9.47815479557503,14893.101000697648,3894.252499515045,285096.4065261119,Intervention
230,74862.1865965807,13109.575118417963,197068.52782208362,9.461212060539454,14949.229364647801,3903.7137115755845,285040.2895370823,Intervention
231,74728.96412618272,13080.652352620258,197174.58254683646,9.444488923231134,15005.331030145566,3913.158200498816,284984.19902563945,Intervention
232,74597.46745079299,13052.112806065355,197278.55450585045,9.427982244850257,15061.406229438066,3922.586182743666,284928.1347627088,Intervention
233,74467.67190314819,13023.951007510183,197380.47361180733,9.41168893152283,15117.455191477076,3931.997871675189,284872.0965224657,Intervention
234,74339.55316904705,12996.161563545027,197480.36934969694,9.395605933657677,15173.478141966189,3941.3934776088468,284816.084082289,Intervention
235,74213.08728229726,12968.739157507765,197578.27078291008,9.379730245312642,15229.475303407293,3950.7732078541594,284760.0972227151,Intervention
236,74088.25061973471,12941.678548411963,197674.2065592461,9.36405890356987,15285.446895146399,3960.1372667577293,284704.13572739274,Intervention
237,73965.019896314,12914.974569888738,197768.20491683585,9.348588987920007,15341.393133418806,3969.485855745649,284648.19938303856,Intervention
238,73843.37216026915,12888.622129142293,197860.2936899817,9.33331761965523,15397.314231393619,3978.8191733653043,284592.28797939315,Intervention
239,73723.28478834365,12862.616205919001,197950.50031491506,9.31824196127095,15453.210399217633,3988.137415326575,284536.4013091777,Intervention
240,73604.73548108857,12836.951851489934,198038.85183547295,9.30335921587609,15509.081844058583,3997.4407745424514,284480.53916805144,Intervention
241,73487.70225822822,12811.62418764673,198125.37490869462,9.288666626611793,15564.928770147784,4006.729441169063,284424.7013545696,Intervention
242,73372.16345409187,12786.62840571066,198210.09581033926,9.274161476078438,15620.751378822153,4016.0036026451417,284368.88767014176,Intervention
243,73258.09771311097,12761.959765554793,198293.04044032568,9.259841085770878,15676.54986856563,4025.2634437309125,284313.09791899147,Intervention
244,73145.48398538075,12737.61359463913,198374.2343280954,9.245702815521746,15732.324435050012,4034.5091465464343,284257.3319081153,Intervention
245,73034.30152228542,12713.585287058577,198453.70263789973,9.231744062952725,15788.075271175197,4043.740890609387,284201.5894472437,Intervention
246,72924.52987218586,12689.870302603642,198531.47017401233,9.217962262933684,15843.802567108856,4052.9588528723207,284145.87034880184,Intervention
247,72816.14887616906,12666.464165833715,198607.56138586786,9.204354887049545,15899.506510325533,4062.1632077593704,284090.17442787066,Intervention
248,72709.13866385842,12643.362465162809,198682.00037312793,9.190919443074774,15955.187285645185,4071.354127202445,284034.50150214916,Intervention
249,72603.47964928397,12620.560851957629,198754.8108906754,9.177653474455404,16010.845075271178,4080.5317806769003,283978.851391917,Intervention
250,72499.15252681165,12598.05503964784,198826.01635353785,9.164554559798471,16066.480058827732,4089.696335236699,283923.22391999734,Intervention
251,72396.13826713097,12575.840802848395,198895.6398417412,9.15162031236874,16122.092413396831,4098.847955549068,283867.6189117206,Intervention
252,72294.41811329995,12553.913976493803,198963.70410509463,9.13884837959266,16177.682313554606,4107.98680392866,283812.0361948884,Intervention
253,72193.97357684674,12532.270454984184,199030.2315679075,9.126236442569388,16233.249931407196,4117.1130403712295,283756.4755997384,Intervention
254,72094.786433927,12510.906191342992,199095.24433363945,9.11378221558884,16288.7954366261,4126.226822586818,283700.93695890944,Intervention
255,71996.83872153632,12489.81719638628,199158.76418948435,9.10148344565662,16344.318996483018,4135.328306032475,283645.420107407,Intervention
256,71900.11273377672,12468.999537903337,199220.8126108892,9.089337912025757,16399.820775884193,4144.417643944501,283589.92488256923,Intervention
257,71804.5910181768,12448.449339848612,199281.41076600878,9.077343425735139,16455.300937404263,4153.494987370236,283534.4511240342,Intervention
258,71710.25637206426,12428.16278154475,199340.5795200971,9.065497829154555,16510.759641319633,4162.560485199391,283478.9986737061,Intervention
259,71617.09183899064,12408.136096896636,199398.33943983624,9.053798995536255,16566.197045641366,4171.614284194928,283423.5673757235,Intervention
260,71525.08070520699,12388.365573616287,199454.71079760382,9.042244828572905,16621.613306147596,4180.6565290235,283368.15707642713,Intervention
